index;smorfia;classes;;;;;;;;;
0;;background;;;;;;;;;
148;89;grey whale; gray whale; devilfish; Eschrichtius gibbosus; Eschrichtius robustus;;;;;
149;62;killer whale; killer; orca; grampus; sea wolf; Orcinus orca;;;;
150;7;dugong; Dugong dugon;;;;;;;;
151;22;sea lion;;;;;;;;;
152;6;Chihuahua;;;;;;;;;
153;6;Japanese spaniel;;;;;;;;;
154;6;Maltese dog; Maltese terrier; Maltese;;;;;;;
155;6;Pekinese; Pekingese; Peke;;;;;;;
156;6;Shih-Tzu;;;;;;;;;
157;6;Blenheim spaniel;;;;;;;;;
158;1;papillon;;;;;;;;;
159;6;toy terrier;;;;;;;;;
160;6;Rhodesian ridgeback;;;;;;;;;
161;6;Afghan hound; Afghan;;;;;;;;
162;6;basset; basset hound;;;;;;;;
163;6;beagle;;;;;;;;;
164;6;bloodhound; sleuthhound;;;;;;;;
165;6;bluetick;;;;;;;;;
166;6;black-and-tan coonhound;;;;;;;;;
167;6;Walker hound; Walker foxhound;;;;;;;;
168;6;English foxhound;;;;;;;;;
169;6;redbone;;;;;;;;;
170;6;borzoi; Russian wolfhound;;;;;;;;
171;15;Irish wolfhound;;;;;;;;;
172;6;Italian greyhound;;;;;;;;;
173;6;whippet;;;;;;;;;
174;6;Ibizan hound; Ibizan Podenco;;;;;;;;
175;6;Norwegian elkhound; elkhound;;;;;;;;
176;6;otterhound; otter hound;;;;;;;;
177;6;Saluki; gazelle hound;;;;;;;;
178;6;Scottish deerhound; deerhound;;;;;;;;
179;6;Weimaraner;;;;;;;;;
180;6;Staffordshire bullterrier; Staffordshire bull terrier;;;;;;;;
181;6;American Staffordshire terrier; Staffordshire terrier; American pit bull terrier; pit bull terrier;;;;;;
182;6;Bedlington terrier;;;;;;;;;
183;6;Border terrier;;;;;;;;;
184;6;Kerry blue terrier;;;;;;;;;
185;6;Irish terrier;;;;;;;;;
186;6;Norfolk terrier;;;;;;;;;
187;6;Norwich terrier;;;;;;;;;
188;6;Yorkshire terrier;;;;;;;;;
189;6;wire-haired fox terrier;;;;;;;;;
190;6;Lakeland terrier;;;;;;;;;
191;6;Sealyham terrier; Sealyham;;;;;;;;
192;6;Airedale; Airedale terrier;;;;;;;;
193;6;cairn; cairn terrier;;;;;;;;
194;6;Australian terrier;;;;;;;;;
195;6;Dandie Dinmont; Dandie Dinmont terrier;;;;;;;;
196;6;Boston bull; Boston terrier;;;;;;;;
197;6;miniature schnauzer;;;;;;;;;
198;6;giant schnauzer;;;;;;;;;
199;6;standard schnauzer;;;;;;;;;
200;6;Scotch terrier; Scottish terrier; Scottie;;;;;;;
201;6;Tibetan terrier; chrysanthemum dog;;;;;;;;
202;6;silky terrier; Sydney silky;;;;;;;;
203;66;soft-coated wheaten terrier;;;;;;;;;
204;6;West Highland white terrier;;;;;;;;;
205;6;Lhasa; Lhasa apso;;;;;;;;
206;6;flat-coated retriever;;;;;;;;;
207;6;curly-coated retriever;;;;;;;;;
208;6;golden retriever;;;;;;;;;
209;6;Labrador retriever;;;;;;;;;
210;66;Chesapeake Bay retriever;;;;;;;;;
211;6;German short-haired pointer;;;;;;;;;
212;6;vizsla; Hungarian pointer;;;;;;;;
213;6;English setter;;;;;;;;;
214;6;Irish setter; red setter;;;;;;;;
215;6;Gordon setter;;;;;;;;;
216;6;Brittany spaniel;;;;;;;;;
217;6;clumber; clumber spaniel;;;;;;;;
218;6;English springer; English springer spaniel;;;;;;;;
219;6;Welsh springer spaniel;;;;;;;;;
220;6;cocker spaniel; English cocker spaniel; cocker;;;;;;;
221;6;Sussex spaniel;;;;;;;;;
222;6;Irish water spaniel;;;;;;;;;
223;6;kuvasz;;;;;;;;;
224;6;schipperke;;;;;;;;;
225;6;groenendael;;;;;;;;;
226;6;malinois;;;;;;;;;
227;6;briard;;;;;;;;;
228;6;kelpie;;;;;;;;;
229;6;komondor;;;;;;;;;
230;6;Old English sheepdog; bobtail;;;;;;;;
231;6;Shetland sheepdog; Shetland sheep dog; Shetland;;;;;;;
232;6;collie;;;;;;;;;
233;6;Border collie;;;;;;;;;
234;6;Bouvier des Flandres; Bouviers des Flandres;;;;;;;;
235;6;Rottweiler;;;;;;;;;
236;6;German shepherd; German shepherd dog; German police dog; alsatian;;;;;;
237;6;Doberman; Doberman pinscher;;;;;;;;
238;6;miniature pinscher;;;;;;;;;
239;6;Greater Swiss Mountain dog;;;;;;;;;
240;6;Bernese mountain dog;;;;;;;;;
241;6;Appenzeller;;;;;;;;;
242;6;EntleBucher;;;;;;;;;
243;6;boxer;;;;;;;;;
244;6;bull mastiff;;;;;;;;;
245;6;Tibetan mastiff;;;;;;;;;
246;6;French bulldog;;;;;;;;;
247;6;Great Dane;;;;;;;;;
248;6;Saint Bernard; St Bernard;;;;;;;;
249;6;Eskimo dog; husky;;;;;;;;
250;6;malamute; malemute; Alaskan malamute;;;;;;;
251;6;Siberian husky;;;;;;;;;
252;6;dalmatian; coach dog; carriage dog;;;;;;;
253;6;affenpinscher; monkey pinscher; monkey dog;;;;;;;
254;6;basenji;;;;;;;;;
255;6;pug; pug-dog;;;;;;;;
256;6;Leonberg;;;;;;;;;
257;6;Newfoundland; Newfoundland dog;;;;;;;;
258;6;Great Pyrenees;;;;;;;;;
259;6;Samoyed; Samoyede;;;;;;;;
260;6;Pomeranian;;;;;;;;;
261;6;chow; chow chow;;;;;;;;
262;6;keeshond;;;;;;;;;
263;6;Brabancon griffon;;;;;;;;;
264;6;Pembroke; Pembroke Welsh corgi;;;;;;;;
265;6;Cardigan; Cardigan Welsh corgi;;;;;;;;
266;6;toy poodle;;;;;;;;;
267;6;miniature poodle;;;;;;;;;
268;6;standard poodle;;;;;;;;;
269;6;Mexican hairless;;;;;;;;;
270;6;timber wolf; grey wolf; gray wolf; Canis lupus;;;;;;
271;6;white wolf; Arctic wolf; Canis lupus tundrarum;;;;;;;
272;6;red wolf; maned wolf; Canis rufus; Canis niger;;;;;;
273;6;coyote; prairie wolf; brush wolf; Canis latrans;;;;;;
274;6;dingo; warrigal; warragal; Canis dingo;;;;;;
275;6;dhole; Cuon alpinus;;;;;;;;
276;6;African hunting dog; hyena dog; Cape hunting dog; Lycaon pictus;;;;;;
277;88;hyena; hyaena;;;;;;;;
278;21;red fox; Vulpes vulpes;;;;;;;;
279;21;kit fox; Vulpes macrotis;;;;;;;;
280;21;Arctic fox; white fox; Alopex lagopus;;;;;;;
281;21;grey fox; gray fox; Urocyon cinereoargenteus;;;;;;;
282;3;tabby; tabby cat;;;;;;;;
283;3;tiger cat;;;;;;;;;
284;3;Persian cat;;;;;;;;;
285;3;Siamese cat; Siamese;;;;;;;;
286;3;Egyptian cat;;;;;;;;;
287;38;cougar; puma; catamount; mountain lion; painter; panther; Felis concolor;;;
288;62;lynx; catamount;;;;;;;;
289;37;leopard; Panthera pardus;;;;;;;;
290;37;snow leopard; ounce; Panthera uncia;;;;;;;
291;38;jaguar; panther; Panthera onca; Felis onca;;;;;;
292;22;lion; king of beasts; Panthera leo;;;;;;;
293;64;tiger; Panthera tigris;;;;;;;;
294;88;cheetah; chetah; Acinonyx jubatus;;;;;;;
295;54;brown bear; bruin; Ursus arctos;;;;;;;
296;54;American black bear; black bear; Ursus americanus; Euarctos americanus;;;;;;
297;54;ice bear; polar bear; Ursus Maritimus; Thalarctos maritimus;;;;;;
298;54;sloth bear; Melursus ursinus; Ursus ursinus;;;;;;;
299;61;mongoose;;;;;;;;;
300;61;meerkat; mierkat;;;;;;;;
301;3;tiger beetle;;;;;;;;;
302;6;ladybug; ladybeetle; lady beetle; ladybird; ladybird beetle;;;;;
303;3;ground beetle; carabid beetle;;;;;;;;
304;3;long-horned beetle; longicorn; longicorn beetle;;;;;;;
305;3;leaf beetle; chrysomelid;;;;;;;;
306;3;dung beetle;;;;;;;;;
307;3;rhinoceros beetle;;;;;;;;;
308;23;weevil;;;;;;;;;
309;38;fly;;;;;;;;;
310;5;bee;;;;;;;;;
311;22;ant; emmet; pismire;;;;;;;
312;81;grasshopper; hopper;;;;;;;;
313;3;cricket;;;;;;;;;
314;3;walking stick; walkingstick; stick insect;;;;;;;
315;3;cockroach; roach;;;;;;;;
316;3;mantis; mantid;;;;;;;;
317;11;cicada; cicala;;;;;;;;
318;3;leafhopper;;;;;;;;;
319;3;lacewing; lacewing fly;;;;;;;;
320;3;dragonfly; darning needle;" ""devils darning needle"""; sewing needle; snake feeder; snake doctor; mosquito hawk; skeeter hawk;;
321;3;damselfly;;;;;;;;;
322;3;admiral;;;;;;;;;
323;60;ringlet; ringlet butterfly;;;;;;;;
324;60;monarch; monarch butterfly; milkweed butterfly; Danaus plexippus;;;;;;
325;60;cabbage butterfly;;;;;;;;;
326;60;sulphur butterfly; sulfur butterfly;;;;;;;;
327;60;lycaenid; lycaenid butterfly;;;;;;;;
328;83;starfish; sea star;;;;;;;;
329;71;sea urchin;;;;;;;;;
330;23;sea cucumber; holothurian;;;;;;;;
331;42;wood rabbit; cottontail; cottontail rabbit;;;;;;;
332;30;hare;;;;;;;;;
333;4;Angora; Angora rabbit;;;;;;;;
334;61;hamster;;;;;;;;;
335;7;porcupine; hedgehog;;;;;;;;
336;77;fox squirrel; eastern fox squirrel; Sciurus niger;;;;;;;
337;88;marmot;;;;;;;;;
338;86;beaver;;;;;;;;;
339;33;guinea pig; Cavia cobaya;;;;;;;;
340;11;sorrel;;;;;;;;;
341;71;zebra;;;;;;;;;
342;33;hog; pig; grunter; squealer; Sus scrofa;;;;;
343;79;wild boar; boar; Sus scrofa;;;;;;;
344;79;warthog;;;;;;;;;
345;5;hippopotamus; hippo; river horse; Hippopotamus amphibius;;;;;;
346;86;ox;;;;;;;;;
347;86;water buffalo; water ox; Asiatic buffalo; Bubalus bubalis;;;;;;
348;86;bison;;;;;;;;;
349;37;ram; tup;;;;;;;;
350;1;bighorn; bighorn sheep; cimarron; Rocky Mountain bighorn; Rocky Mountain sheep; Ovis canadensis;;;;
351;2;ibex; Capra ibex;;;;;;;;
352;33;hartebeest;;;;;;;;;
353;81;impala; Aepyceros melampus;;;;;;;;
354;2;gazelle;;;;;;;;;
355;74;Arabian camel; dromedary; Camelus dromedarius;;;;;;;
356;63;llama;;;;;;;;;
357;61;weasel;;;;;;;;;
358;61;mink;;;;;;;;;
359;59;polecat; fitch; foulmart; foumart; Mustela putorius;;;;;
360;59;black-footed ferret; ferret; Mustela nigripes;;;;;;;
361;59;otter;;;;;;;;;
362;66;skunk; polecat; wood pussy;;;;;;;
363;10;badger;;;;;;;;;
364;47;armadillo;;;;;;;;;
365;60;three-toed sloth; ai; Bradypus tridactylus;;;;;;;
366;29;orangutan; orang; orangutang; Pongo pygmaeus;;;;;;
367;29;gorilla; Gorilla gorilla;;;;;;;;
368;29;chimpanzee; chimp; Pan troglodytes;;;;;;;
369;23;gibbon; Hylobates lar;;;;;;;;
370;23;siamang; Hylobates syndactylus; Symphalangus syndactylus;;;;;;;
371;23;guenon; guenon monkey;;;;;;;;
372;23;patas; hussar monkey; Erythrocebus patas;;;;;;;
373;47;baboon;;;;;;;;;
374;48;macaque;;;;;;;;;
375;23;langur;;;;;;;;;
376;23;colobus; colobus monkey;;;;;;;;
377;23;proboscis monkey; Nasalis larvatus;;;;;;;;
378;23;marmoset;;;;;;;;;
379;23;capuchin; ringtail; Cebus capucinus;;;;;;;
380;23;howler monkey; howler;;;;;;;;
381;23;titi; titi monkey;;;;;;;;
382;23;spider monkey; Ateles geoffroyi;;;;;;;;
383;77;squirrel monkey; Saimiri sciureus;;;;;;;;
384;23;Madagascar cat; ring-tailed lemur; Lemur catta;;;;;;;
385;61;indri; indris; Indri indri; Indri brevicaudatus;;;;;;
386;53;Indian elephant; Elephas maximus;;;;;;;;
387;53;African elephant; Loxodonta africana;;;;;;;;
388;90;lesser panda; red panda; panda; bear cat; cat bear; Ailurus fulgens;;;;
389;90;giant panda; panda; panda bear; coon bear; Ailuropoda melanoleuca;;;;;
390;77;barracouta; snoek;;;;;;;;
391;53;eel;;;;;;;;;
392;27;coho; cohoe; coho salmon; blue jack; silver salmon; Oncorhynchus kisutch;;;;
393;15;rock beauty; Holocanthus tricolor;;;;;;;;
394;12;anemone fish;;;;;;;;;
395;2;sturgeon;;;;;;;;;
396;15;gar; garfish; garpike; billfish; Lepisosteus osseus;;;;;
397;22;lionfish;;;;;;;;;
398;9;puffer; pufferfish; blowfish; globefish;;;;;;
399;15;abacus;;;;;;;;;
400;60;abaya;;;;;;;;;
401;14;academic gown; academic robe;" ""judges robe""";;;;;;;
402;9;accordion; piano accordion; squeeze box;;;;;;;
403;11;acoustic guitar;;;;;;;;;
404;49;aircraft carrier; carrier; flattop; attack aircraft carrier;;;;;;
405;11;airliner;;;;;;;;;
406;11;airship; dirigible;;;;;;;;
407;55;altar;;;;;;;;;
408;40;ambulance;;;;;;;;;
409;22;amphibian; amphibious vehicle;;;;;;;;
410;2;analog clock;;;;;;;;;
411;66;apiary; bee house;;;;;;;;
412;75;apron;;;;;;;;;
413;70;ashcan; trash can; garbage can; wastebin; ash bin; ash-bin; ashbin; dustbin; trash barrel; trash bin
414;61;assault rifle; assault gun;;;;;;;;
415;21;backpack; back pack; knapsack; packsack; rucksack; haversack;;;;
416;8;bakery; bakeshop; bakehouse;;;;;;;
417;64;balance beam; beam;;;;;;;;
418;83;balloon;;;;;;;;;
419;6;ballpoint; ballpoint pen; ballpen; Biro;;;;;;
420;59;Band Aid;;;;;;;;;
421;84;banjo;;;;;;;;;
422;6;bannister; banister; balustrade; balusters; handrail;;;;;
423;9;barbell;;;;;;;;;
424;59;barber chair;;;;;;;;;
425;59;barbershop;;;;;;;;;
426;35;barn;;;;;;;;;
427;5;barometer;;;;;;;;;
428;13;barrel; cask;;;;;;;;
429;17;barrow; garden cart; lawn cart; wheelbarrow;;;;;;
430;65;baseball;;;;;;;;;
431;9;basketball;;;;;;;;;
432;13;bassinet;;;;;;;;;
433;50;bassoon;;;;;;;;;
434;13;bathing cap; swimming cap;;;;;;;;
435;49;bath towel;;;;;;;;;
436;59;bathtub; bathing tub; bath; tub;;;;;;
437;18;beach wagon; station wagon; wagon; estate car; beach waggon; station waggon; waggon;;;
438;74;beacon; lighthouse; beacon light; pharos;;;;;;
439;50;beaker;;;;;;;;;
440;54;bearskin; busby; shako;;;;;;;
441;5;beer bottle;;;;;;;;;
442;5;beer glass;;;;;;;;;
443;85;bell cote; bell cot;;;;;;;;
444;29;bib;;;;;;;;;
445;39;bicycle-built-for-two; tandem bicycle; tandem;;;;;;;
446;31;bikini; two-piece;;;;;;;;
447;67;binder; ring-binder;;;;;;;;
448;88;binoculars; field glasses; opera glasses;;;;;;;
449;82;birdhouse;;;;;;;;;
450;13;boathouse;;;;;;;;;
451;81;bobsled; bobsleigh; bob;;;;;;;
452;63;bolo tie; bolo; bola tie; bola;;;;;;
453;48;bonnet; poke bonnet;;;;;;;;
454;17;bookcase;;;;;;;;;
455;25;bookshop; bookstore; bookstall;;;;;;;
456;70;bottlecap;;;;;;;;;
457;41;bow;;;;;;;;;
458;1;bow tie; bow-tie; bowtie;;;;;;;
459;5;brass; memorial tablet; plaque;;;;;;;
460;36;brassiere; bra; bandeau;;;;;;;
461;47;breakwater; groin; groyne; mole; bulwark; seawall; jetty;;;
462;48;breastplate; aegis; egis;;;;;;;
463;55;broom;;;;;;;;;
464;28;bucket; pail;;;;;;;;
465;45;buckle;;;;;;;;;
466;90;bulletproof vest;;;;;;;;;
467;20;bullet train; bullet;;;;;;;;
468;61;butcher shop; meat market;;;;;;;;
469;32;cab; hack; taxi; taxicab;;;;;;
470;69;caldron; cauldron;;;;;;;;
471;65;candle; taper; wax light;;;;;;;
472;83;cannon;;;;;;;;;
473;38;canoe;;;;;;;;;
474;4;can opener; tin opener;;;;;;;;
475;46;cardigan;;;;;;;;;
476;6;car mirror;;;;;;;;;
477;11;carousel; carrousel; merry-go-round; roundabout; whirligig;;;;;
478;24;"""carpenters kit"""; tool kit;;;;;;;;
479;26;carton;;;;;;;;;
480;30;car wheel;;;;;;;;;
481;30;cash machine; cash dispenser; automated teller machine; automatic teller machine; automated teller; automatic teller; ATM;;;
482;71;cassette;;;;;;;;;
483;81;cassette player;;;;;;;;;
484;23;castle;;;;;;;;;
485;22;catamaran;;;;;;;;;
486;55;CD player;;;;;;;;;
487;4;cello; violoncello;;;;;;;;
488;40;cellular telephone; cellular phone; cellphone; cell; mobile phone;;;;;
489;43;chain;;;;;;;;;
490;60;chainlink fence;;;;;;;;;
491;32;chain mail; ring mail; mail; chain armor; chain armour; ring armor; ring armour;;;
492;24;chain saw; chainsaw;;;;;;;;
493;87;chest;;;;;;;;;
494;84;chiffonier; commode;;;;;;;;
495;43;chime; bell; gong;;;;;;;
496;55;china cabinet; china closet;;;;;;;;
497;25;Christmas stocking;;;;;;;;;
498;84;church; church building;;;;;;;;
499;41;cinema; movie theater; movie theatre; movie house; picture palace;;;;;
500;5;cleaver; meat cleaver; chopper;;;;;;;
501;18;cliff dwelling;;;;;;;;;
502;77;cloak;;;;;;;;;
503;60;clog; geta; patten; sabot;;;;;;
504;15;cocktail shaker;;;;;;;;;
505;33;coffee mug;;;;;;;;;
506;33;coffeepot;;;;;;;;;
507;23;coil; spiral; volute; whorl; helix;;;;;
508;26;combination lock;;;;;;;;;
509;44;computer keyboard; keypad;;;;;;;;
510;42;confectionery; confectionary; candy store;;;;;;;
511;49;container ship; containership; container vessel;;;;;;;
512;18;convertible;;;;;;;;;
513;70;corkscrew; bottle screw;;;;;;;;
514;77;cornet; horn; trumpet; trump;;;;;;
515;37;cowboy boot;;;;;;;;;
516;54;cowboy hat; ten-gallon hat;;;;;;;;
517;13;cradle;;;;;;;;;
518;76;crane;;;;;;;;;
519;26;crash helmet;;;;;;;;;
520;36;crate;;;;;;;;;
521;32;crib; cot;;;;;;;;
522;60;Crock Pot;;;;;;;;;
523;9;croquet ball;;;;;;;;;
524;21;crutch;;;;;;;;;
525;48;cuirass;;;;;;;;;
526;47;dam; dike; dyke;;;;;;;
527;89;desk;;;;;;;;;
528;74;desktop computer;;;;;;;;;
529;40;dial telephone; dial phone;;;;;;;;
530;32;diaper; nappy; napkin;;;;;;;
531;2;digital clock;;;;;;;;;
532;2;digital watch;;;;;;;;;
533;14;dining table; board;;;;;;;;
534;6;dishrag; dishcloth;;;;;;;;
535;4;dishwasher; dish washer; dishwashing machine;;;;;;;
536;2;disk brake; disc brake;;;;;;;;
537;72;dock; dockage; docking facility;;;;;;;
538;73;dogsled; dog sled; dog sleigh;;;;;;;
539;61;dome;;;;;;;;;
540;11;doormat; welcome mat;;;;;;;;
541;66;drilling platform; offshore rig;;;;;;;;
542;15;drum; membranophone; tympan;;;;;;;
543;13;drumstick;;;;;;;;;
544;20;dumbbell;;;;;;;;;
545;60;Dutch oven;;;;;;;;;
546;26;electric fan; blower;;;;;;;;
547;11;electric guitar;;;;;;;;;
548;58;electric locomotive;;;;;;;;;
549;3;entertainment center;;;;;;;;;
550;90;envelope;;;;;;;;;
551;33;espresso maker;;;;;;;;;
552;36;face powder;;;;;;;;;
553;15;feather boa; boa;;;;;;;;
554;67;file; file cabinet; filing cabinet;;;;;;;
555;13;fireboat;;;;;;;;;
556;12;fire engine; fire truck;;;;;;;;
557;12;fire screen; fireguard;;;;;;;;
558;74;flagpole; flagstaff;;;;;;;;
559;14;flute; transverse flute;;;;;;;;
560;52;folding chair;;;;;;;;;
561;23;football helmet;;;;;;;;;
562;27;forklift;;;;;;;;;
563;50;fountain;;;;;;;;;
564;6;fountain pen;;;;;;;;;
565;6;four-poster;;;;;;;;;
566;20;freight car;;;;;;;;;
567;77;French horn; horn;;;;;;;;
568;66;frying pan; frypan; skillet;;;;;;;
569;64;fur coat;;;;;;;;;
570;70;garbage truck; dustcart;;;;;;;;
571;71;gasmask; respirator; gas helmet;;;;;;;
572;34;gas pump; gasoline pump; petrol pump; island dispenser;;;;;;
573;36;goblet;;;;;;;;;
574;63;go-kart;;;;;;;;;
575;74;golf ball;;;;;;;;;
576;74;golfcart; golf cart;;;;;;;;
577;17;gondola;;;;;;;;;
578;44;gong; tam-tam;;;;;;;;
579;21;gown;;;;;;;;;
580;37;grand piano; grand;;;;;;;;
581;40;greenhouse; nursery; glasshouse;;;;;;;
582;14;grille; radiator grille;;;;;;;;
583;50;grocery store; grocery; food market; market;;;;;;
584;53;guillotine;;;;;;;;;
